name,email,country,region,phone,address,occupation,registration_number,married,age,skin_color,2nd_vacine,team,fixed
Patricia Shaffer,nisl.arcu@idenim.net,Brazil,Bahia,(91) 0000-0316,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Nefrologista,2491,Nao,23,Preta,0,3,Sim
Quyn Moon,gravida.mauris@eteros.net,Brazil,Ceará,(71) 0000-3387,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Gerente de Enfermagem,2492,Sim,50,Amarela,0,13,Nao
Amir Nguyen,phasellus.dolor@dictumcursusnunc.ca,Brazil,Paraná,(75) 0000-1463,Ap #571-9596 Sit Ave,Enfermeiro Plantonista,2493,Sim,18,Indígena,0,9,Sim
Shoshana Fields,libero.lacus@dui.ca,Brazil,São Paulo,(54) 0000-2246,435-413 Turpis Ave,Tecnico Em Radiologia,2494,Sim,25,Branca,0,7,Nao
Felix Bradford,mauris@antemaecenasmi.org,Brazil,Maranhão,(64) 0000-1559,685-4423 Lorem Avenue,Medico,2495,Nao,42,Parda,0,2,Nao
Tara Sawyer,eget.venenatis.a@suspendisse.net,Brazil,Ceará,(36) 0000-5272,171-7583 Mauris Street,Fisioterapeuta Geral,2496,Nao,22,Parda,1,2,Sim
Lev Callahan,metus@vulputatevelit.co.uk,Brazil,São Paulo,(35) 0000-8254,Ap #750-3672 Consequat Rd.,Cirurgiao,2497,Nao,22,Branca,0,6,Sim
Whitney Sanchez,mauris.id@ut.org,Brazil,São Paulo,(78) 0000-1844,1760 Donec Ave,Enfermeiro Obstreta,2498,Sim,33,Preta,0,7,Sim
Kennan Reid,mauris.molestie@aliquamerat.org,Brazil,Rio de Janeiro,(87) 0000-4684,Ap #693-3625 Ante. Av.,Gerente de Enfermagem,2499,Sim,34,Preta,1,13,Nao
Kyle Stout,ut.nec.urna@seddictum.org,Brazil,Rio Grande do Sul,(38) 0000-7463,Ap #702-3863 At Av.,Medico,2500,Sim,29,Indígena,0,14,Nao
Tad Horn,mi.felis.adipiscing@duisac.org,Brazil,Bahia,(16) 0000-2851,3181 Elementum Rd.,Gerente de Enfermagem,2501,Sim,39,Parda,0,14,Nao
Lucius Reeves,velit@placerateget.net,Brazil,Pernambuco,(21) 0000-3359,8647 Dapibus St.,Fisioterapeuta Geral,2502,Sim,28,Branca,0,6,Sim
Jesse Monroe,elit.nulla@nonluctussit.edu,Brazil,Paraná,(65) 0000-9275,Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,846-8099 In, Road,Enfermeiro Plantonista,2505,Nao,36,Branca,1,Cirurgiao,2503,Nao,44,Branca,0,3,Sim
Beatrice Mcdowell,sed.pede.nec@cursus.org,Brazil,Maranhão,(01) 0000-9342,348-1230 Mauris St.,Enfermeiro UTI,2504,Nao,34,Parda,1,3,Sim
Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,846-8099 In, Road,Enfermeiro Plantonista,2505,Nao,36,Branca,1,Enfermeiro Plantonista,2505,Nao,36,Branca,1,7,Nao
Kevin Richmond,ipsum.suspendisse.sagittis@mi.edu,Brazil,Pará,(86) 0000-2145,419-1888 Nisi Rd.,Coordenador de Enfermagem,2506,Nao,46,Preta,1,4,Nao
Troy Jacobson,sagittis@nisidictum.co.uk,Brazil,Ceará,(57) 0000-6740,797 Libero. Ave,Medico,2507,Nao,21,Preta,1,1,Nao
Martha Hughes,imperdiet.nec@ametmassa.edu,Brazil,Pernambuco,(49) 0000-5731,1413 Quisque Rd.,Enfermeiro UTI,2508,Nao,37,Amarela,0,2,Sim
Joan Snyder,enim.etiam@sedpharetra.edu,Brazil,Rio Grande do Sul,(38) 0000-9244,1425 Ullamcorper Rd.,Enfermeiro UTI,2509,Nao,47,Preta,0,9,Nao
Hadassah Sosa,imperdiet.dictum@egestasfusce.com,Brazil,Pará,(76) 0000-8682,Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,846-8099 In, Road,Enfermeiro Plantonista,2505,Nao,36,Branca,1,Fisioterapeuta Geral,2510,Sim,43,Branca,0,7,Sim
Alan Orr,sociis@bibendumsed.org,Brazil,Maranhão,(43) 0000-8631,771-2416 Cum Rd.,Tecnico Em Radiologia,2511,Sim,44,Preta,0,4,Sim
Arthur Watson,dapibus.rutrum.justo@duissitamet.org,Brazil,São Paulo,(86) 0000-5185,Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,846-8099 In, Road,Enfermeiro Plantonista,2505,Nao,36,Branca,1,Enfermeiro Chefe,2512,Sim,50,Branca,1,8,Sim
Mia Hansen,dictum.eu.placerat@lorem.edu,Brazil,Minas Gerais,(60) 0000-5814,2303 Suspendisse St.,Coordenador de Enfermagem,2513,Sim,31,Indígena,0,2,Nao
Boris Walker,nam.interdum@egestas.co.uk,Brazil,Maranhão,(83) 0000-5018,Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,846-8099 In, Road,Enfermeiro Plantonista,2505,Nao,36,Branca,1,Tecnico Enfermagem,2514,Sim,46,Indígena,1,6,Sim
Aurelia Chen,molestie.dapibus@musaeneaneget.edu,Brazil,Pará,(44) 0000-9732,Ap #297-3159 Facilisis Rd.,Enfermeiro Chefe,2515,Nao,21,Parda,0,8,Sim
Donovan Price,dolor.egestas.rhoncus@morbivehicula.net,Brazil,Minas Gerais,(40) 0000-3192,Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,846-8099 In, Road,Enfermeiro Plantonista,2505,Nao,36,Branca,1,Farmaceutico,2516,Sim,49,Amarela,1,10,Nao
Colleen Joseph,amet.risus.donec@duinec.edu,Brazil,Goiás,(99) 0000-3234,456-768 Nibh. St.,Medico,2517,Nao,21,Branca,0,6,Sim
Xandra Rush,ante@elementum.edu,Brazil,Goiás,(55) 0000-0338,Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,846-8099 In, Road,Enfermeiro Plantonista,2505,Nao,36,Branca,1,Fisioterapeuta Geral,2518,Nao,47,Branca,0,14,Nao
Lucius Valenzuela,vitae@arcuvestibulumante.edu,Brazil,Paraíba,(56) 0000-1021,862-953 Luctus Street,Coordenador de Enfermagem,2519,Nao,32,Parda,0,5,Sim
Velma Hammond,enim.non.nisi@mollisinteger.co.uk,Brazil,Paraná,(43) 0000-1382,Ap #994-7445 Rutrum Street,Enfermeiro UTI,2520,Nao,45,Parda,1,2,Nao
Colorado Rosario,integer@vehicula.com,Brazil,São Paulo,(81) 0000-4430,784-7702 Ultrices Street,Tecnico Enfermagem,2521,Sim,37,Amarela,0,10,Sim
Fleur Barron,ut.tincidunt.orci@necurna.net,Brazil,Ceará,(87) 0000-7632,Ap #537-2033 Sem. Street,Tecnico Enfermagem,2522,Sim,40,Amarela,0,11,Nao
Isadora Avery,libero.proin@purus.org,Brazil,Santa Catarina,(73) 0000-1649,8665 Aliquet Road,Auxiliar de Enfermagem,2523,Nao,45,Indígena,1,2,Sim
Raphael Chaney,quam.elementum@velit.co.uk,Brazil,Pará,(56) 0000-5385,3425 Vitae St.,Enfermeiro Chefe,2524,Sim,30,Parda,1,14,Sim
Cooper Alford,mi.tempor@dictum.co.uk,Brazil,Pernambuco,(57) 0000-6635,660-7804 A Avenue,Coordenador de Enfermagem,2525,Nao,26,Indígena,0,10,Nao
Ryan Durham,pretium.neque.morbi@antemaecenas.com,Brazil,São Paulo,(23) 0000-3659,461-8132 Et St.,Enfermeiro Plantonista,2526,Sim,48,Indígena,0,4,Nao
Ruby Hansen,purus.duis.elementum@etiam.co.uk,Brazil,Bahia,(85) 0000-4553,Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,846-8099 In, Road,Enfermeiro Plantonista,2505,Nao,36,Branca,1,Auxiliar de Enfermagem,2527,Nao,26,Parda,1,4,Nao
Stewart Hoffman,diam@nulladonecnon.net,Brazil,Rio Grande do Sul,(84) 0000-5057,Ap #794-453 Ornare Street,Enfermeiro Plantonista,2528,Nao,26,Indígena,1,14,Sim
Neville Sexton,nibh.quisque.nonummy@purusmaecenaslibero.net,Brazil,Goiás,(17) 0000-7448,688-792 Ultricies St.,Cirurgiao,2529,Nao,39,Amarela,0,10,Sim
Desirae Lloyd,at.pede.cras@lectusante.org,Brazil,Paraíba,(01) 0000-3453,162-5095 Lacinia. Av.,Enfermeiro Plantonista,2530,Nao,44,Parda,1,9,Sim
Emi Ryan,rutrum@aliquamnisl.net,Brazil,Maranhão,(18) 0000-4117,839-7446 Ornare. St.,Coordenador de Enfermagem,2531,Nao,48,Preta,1,1,Nao
Hedda Kaufman,dictum.augue.malesuada@vehiculaaliquetlibero.net,Brazil,Ceará,(87) 0000-4535,633-7768 Congue Street,Tecnico Enfermagem,2532,Sim,22,Amarela,0,8,Sim
Roth Bernard,dignissim.tempor@ridiculusmusaenean.net,Brazil,Bahia,(03) 0000-6415,Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,846-8099 In, Road,Enfermeiro Plantonista,2505,Nao,36,Branca,1,Nefrologista,2533,Sim,42,Indígena,0,5,Nao
Kibo Wyatt,integer.vitae@pedeultricesa.co.uk,Brazil,Ceará,(37) 0000-2462,Ap #575-421 Donec Av.,Enfermeiro Chefe,2534,Sim,23,Preta,1,1,Nao
Kelsie Chapman,ipsum.primis@habitantmorbi.org,Brazil,Pernambuco,(82) 0000-7684,Ap #420-1283 Sagittis. Street,Enfermeiro UTI,2535,Sim,29,Parda,0,4,Nao
Raven Wall,libero.dui@cursusaenim.ca,Brazil,Minas Gerais,(69) 0000-2744,856-8831 Pede Rd.,Enfermeiro UTI,2536,Sim,26,Indígena,1,12,Nao
Mariko Velazquez,imperdiet.dictum@nasceturridiculusmus.edu,Brazil,Pará,(13) 0000-1546,Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,846-8099 In, Road,Enfermeiro Plantonista,2505,Nao,36,Branca,1,Tecnico Enfermagem,2537,Nao,46,Branca,1,8,Nao
Paula Stafford,ac.ipsum.phasellus@cursusvestibulum.net,Brazil,Goiás,(51) 0000-8614,Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,846-8099 In, Road,Enfermeiro Plantonista,2505,Nao,36,Branca,1,Enfermeiro Obstreta,2538,Nao,25,Amarela,1,7,Sim
Vielka Dale,adipiscing.elit@convalliserat.com,Brazil,Rio de Janeiro,(24) 0000-1422,Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,846-8099 In, Road,Enfermeiro Plantonista,2505,Nao,36,Branca,1,Medico,2539,Nao,41,Preta,0,13,Nao
Brian Knapp,lobortis.tellus@suspendisseac.edu,Brazil,Santa Catarina,(26) 0000-3225,Ap #396-1361 Morbi Road,Medico,2540,Nao,44,Branca,1,10,Sim
Nash Fletcher,massa.lobortis@blanditenimconsequat.co.uk,Brazil,Minas Gerais,(43) 0000-4068,Wing Hays,fermentum.vel.mauris@curabitursed.com,Brazil,Rio Grande do Sul,(54) 0000-8132,846-8099 In, Road,Enfermeiro Plantonista,2505,Nao,36,Branca,1,Enfermeiro Plantonista,2541,Sim,35,Preta,0,3,Nao
Cullen Hale,nunc@ipsumprimis.edu,Brazil,Rio Grande do Sul,(66) 0000-7439,5588 Cras Road,Enfermeiro Obstreta,2542,Sim,41,Parda,1,9,Sim
Iliana Ross,vel.arcu@venenatis.com,Brazil,Paraíba,(47) 0000-3146,262-7212 Tortor St.,Cirurgiao,2543,Nao,33,Amarela,0,8,Nao
Griffin Fields,ipsum@aliquetproinvelit.ca,Brazil,Paraná,(81) 0000-3465,Ap #175-5400 Id Rd.,Enfermeiro Obstreta,2544,Nao,41,Parda,1,11,Nao
Blake Pennington,sagittis.felis.donec@temporaugueac.co.uk,Brazil,Goiás,(39) 0000-6198,566-8296 Dui Avenue,Enfermeiro Plantonista,2545,Sim,35,Parda,0,9,Sim
Lisandra Sims,consequat.enim@seddiam.org,Brazil,Pará,(34) 0000-4789,Ap #913-1057 Lacus. Road,Enfermeiro Chefe,2546,Sim,35,Preta,1,8,Sim
Garrison Bean,ante@etmagnis.net,Brazil,Paraná,(82) 0000-8362,930-5679 Torquent Avenue,Farmaceutico,2547,Nao,39,Amarela,1,1,Sim
Ima Ward,est.ac@loremutaliquam.edu,Brazil,Paraná,(77) 0000-5983,Ap #868-2253 Et Avenue,Gerente de Enfermagem,2548,Nao,40,Amarela,1,9,Sim
Elvis Carroll,fermentum.risus.at@facilisisnonbibendum.com,Brazil,Pernambuco,(99) 0000-4772,938-1792 Sem St.,Nefrologista,2549,Sim,21,Indígena,1,13,Sim
Juliet Chase,sed.facilisis.vitae@aliquameuaccumsan.org,Brazil,Pernambuco,(00) 0000-8846,2709 Quisque Av.,Enfermeiro Chefe,2550,Sim,32,Parda,0,12,Nao
Hilary Benjamin,tincidunt@nislarcu.net,Brazil,Paraíba,(42) 0000-2762,327-2736 Libero St.,Farmaceutico,2551,Sim,36,Amarela,0,8,Sim
Ross Bray,a.tortor@ipsumsodales.org,Brazil,Bahia,(41) 0000-2454,334-1952 Aliquam Road,Cirurgiao,2552,Nao,28,Preta,0,12,Sim
Medge Aguilar,mauris@afacilisisnon.ca,Brazil,Goiás,(94) 0000-6276,Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,Medico,2553,Sim,24,Indígena,0,10,Sim
Kuame Wheeler,sem@eueros.co.uk,Brazil,São Paulo,(56) 0000-8990,3705 Augue Ave,Auxiliar de Enfermagem,2554,Nao,48,Preta,1,1,Sim
Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,12,Nao
Marvin Snow,non.bibendum.sed@nam.ca,Brazil,Rio de Janeiro,(52) 0000-6548,586-5875 Lacinia St.,Gerente de Enfermagem,2556,Sim,36,Parda,1,8,Sim
Evan James,ut.nec@sapienmolestieorci.net,Brazil,Paraná,(53) 0000-8884,350-7411 Adipiscing Street,Coordenador de Enfermagem,2557,Nao,20,Amarela,0,7,Sim
Michelle Beach,fringilla@enim.com,Brazil,Paraná,(14) 0000-8855,Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,Nefrologista,2558,Nao,30,Branca,1,7,Sim
Mufutau Dunn,quam.elementum.at@bibendumdonec.com,Brazil,Goiás,(13) 0000-1875,Ap #520-8537 Mi Road,Enfermeiro Obstreta,2559,Nao,34,Amarela,0,8,Nao
Remedios Crane,ac.urna.ut@egestasadui.edu,Brazil,Paraná,(39) 0000-4765,Ap #728-7797 Eu St.,Enfermeiro UTI,2560,Nao,32,Preta,0,6,Sim
Lenore Cox,leo.morbi@a.ca,Brazil,Paraíba,(64) 0000-4616,7748 Quisque St.,Tecnico Em Radiologia,2561,Nao,38,Parda,0,8,Nao
Norman Copeland,nunc.quisque@lectus.co.uk,Brazil,Bahia,(64) 0000-5966,Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,Tecnico Em Radiologia,2562,Sim,30,Amarela,1,10,Nao
Raya Brooks,neque.et@antedictum.com,Brazil,Bahia,(44) 0000-4042,287-334 Pellentesque Ave,Nefrologista,2563,Sim,20,Indígena,1,13,Sim
Kyle Yates,consectetuer.rhoncus@vestibulumlorem.net,Brazil,Ceará,(63) 0000-7748,Ap #279-7020 Mauris St.,Tecnico Enfermagem,2564,Nao,20,Parda,1,9,Sim
Aidan Flowers,laoreet.lectus@aenean.edu,Brazil,Paraná,(71) 0000-3228,Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,Enfermeiro UTI,2565,Nao,41,Preta,1,2,Sim
Zelenia Dixon,metus@utdolordapibus.co.uk,Brazil,Paraíba,(68) 0000-7422,131-5181 Porttitor St.,Tecnico Em Radiologia,2566,Nao,49,Preta,0,6,Nao
Gavin Gordon,tellus.imperdiet@ascelerisque.net,Brazil,Goiás,(17) 0000-8041,914-7152 Molestie Street,Fisioterapeuta Geral,2567,Nao,45,Branca,0,2,Sim
Rama Tate,aptent@consectetuer.ca,Brazil,Minas Gerais,(01) 0000-2677,Ap #782-7747 Est. Street,Tecnico Em Radiologia,2568,Nao,40,Branca,0,3,Nao
Nolan Chase,vel@metusinnec.net,Brazil,Santa Catarina,(15) 0000-6957,1442 Euismod Street,Enfermeiro Obstreta,2569,Sim,27,Amarela,1,3,Nao
Chloe Guerrero,non.lobortis@ipsumsuspendisse.org,Brazil,Rio de Janeiro,(16) 0000-1261,Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,Nefrologista,2570,Sim,40,Parda,1,5,Sim
Brennan Ball,donec.luctus@eueleifend.net,Brazil,Pernambuco,(18) 0000-2875,4083 Tempor Rd.,Enfermeiro Obstreta,2571,Nao,50,Branca,1,4,Sim
Lacey Shannon,eu.eros@cumsociis.co.uk,Brazil,Goiás,(50) 0000-8836,2446 Nunc Rd.,Enfermeiro Chefe,2572,Nao,23,Preta,1,3,Sim
Keefe Bailey,ligula.aliquam.erat@amalesuada.org,Brazil,Goiás,(28) 0000-5700,882-2101 In St.,Fisioterapeuta Geral,2573,Nao,37,Preta,0,2,Nao
Kelsey Murphy,integer.in@turpis.org,Brazil,Bahia,(39) 0000-3168,693 Luctus Ave,Nefrologista,2574,Sim,20,Indígena,1,10,Sim
Chase Scott,sed.eu.eros@tellussuspendisse.org,Brazil,Santa Catarina,(62) 0000-8763,Ap #892-8202 Cursus. Avenue,Nefrologista,2575,Nao,20,Parda,0,9,Sim
Sheila Nunez,elementum.purus@acfeugiat.ca,Brazil,Santa Catarina,(43) 0000-7728,7847 Sed Avenue,Medico,2576,Sim,19,Indígena,1,7,Nao
Grace Tyler,bibendum.sed.est@nulla.edu,Brazil,Pará,(46) 0000-5379,288-4108 Aliquam Road,Gerente de Enfermagem,2577,Nao,43,Branca,0,12,Sim
Igor Hogan,sagittis.augue@dictumeleifend.com,Brazil,Minas Gerais,(23) 0000-2064,Ap #729-1039 Phasellus Street,Nefrologista,2578,Sim,31,Amarela,0,10,Sim
Cleo Duke,duis@phasellusnulla.co.uk,Brazil,Paraná,(41) 0000-9544,6060 Eget Rd.,Enfermeiro Obstreta,2579,Nao,30,Amarela,1,6,Sim
Jael Walton,libero.nec.ligula@pellentesquetellus.ca,Brazil,Maranhão,(25) 0000-1885,Ap #972-6679 Nec Rd.,Coordenador de Enfermagem,2580,Nao,25,Preta,0,11,Nao
Caleb Floyd,vulputate.nisi@acmetusvitae.edu,Brazil,Paraíba,(67) 0000-6438,Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,Tecnico Em Radiologia,2581,Nao,37,Parda,0,7,Nao
Hamilton Macdonald,pede@tincidunt.com,Brazil,Ceará,(58) 0000-1759,Ap #500-5421 Nulla Rd.,Enfermeiro Plantonista,2582,Sim,46,Indígena,0,10,Nao
Rhona Dorsey,ultricies.adipiscing.enim@massanon.ca,Brazil,Goiás,(69) 0000-1520,Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,Auxiliar de Enfermagem,2583,Nao,41,Indígena,1,3,Nao
Cole Briggs,duis.sit@aliquet.org,Brazil,Minas Gerais,(33) 0000-6137,Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,Enfermeiro UTI,2584,Sim,39,Branca,0,11,Nao
Christian Ashley,cursus.in.hendrerit@venenatislacus.com,Brazil,Pará,(18) 0000-3042,Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,Auxiliar de Enfermagem,2585,Nao,39,Branca,0,3,Nao
Cynthia Foley,proin.dolor@duiquis.org,Brazil,Rio Grande do Sul,(96) 0000-2157,179-4944 Morbi St.,Coordenador de Enfermagem,2586,Nao,27,Indígena,1,8,Sim
Whitney Stark,aenean.sed@lorem.org,Brazil,Rio Grande do Sul,(88) 0000-7799,Ap #189-8396 Sit Ave,Enfermeiro Obstreta,2587,Sim,34,Parda,1,9,Nao
Cheyenne Marquez,tincidunt.aliquam.arcu@nunc.edu,Brazil,Maranhão,(49) 0000-2131,4101 In Avenue,Cirurgiao,2588,Nao,28,Indígena,0,4,Sim
Inga Burch,risus.odio@lobortisquam.edu,Brazil,São Paulo,(86) 0000-9783,1660 Et Ave,Cirurgiao,2589,Nao,33,Indígena,1,1,Sim
Finn Graham,egestas.urna@vitaesodalesat.edu,Brazil,Santa Catarina,(25) 0000-0158,297-1404 Nonummy. Ave,Gerente de Enfermagem,2590,Sim,38,Parda,1,3,Sim
Nevada Mathews,dolor@auguemalesuada.edu,Brazil,São Paulo,(83) 0000-1138,Ap #318-2691 Risus Rd.,Enfermeiro Plantonista,2591,Nao,38,Parda,1,1,Nao
Florence Heath,elit.a.feugiat@anuncin.edu,Brazil,São Paulo,(67) 0000-4932,5076 Ac Ave,Cirurgiao,2592,Sim,47,Preta,0,1,Sim
Lavinia Bauer,non.dapibus@nequepellentesque.ca,Brazil,Paraíba,(74) 0000-2413,Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,Tecnico Em Radiologia,2593,Nao,32,Branca,1,1,Sim
Branden Dominguez,dictum@mi.ca,Brazil,Minas Gerais,(88) 0000-3187,Ap #941-9404 Vulputate Street,Coordenador de Enfermagem,2594,Nao,47,Amarela,1,9,Nao
Ryan Cruz,curae.donec@semnulla.net,Brazil,Maranhão,(51) 0000-8861,5429 Suspendisse Avenue,Tecnico Em Radiologia,2595,Nao,29,Parda,1,13,Sim
August Vaughan,sed.sem@phasellus.edu,Brazil,Paraná,(81) 0000-5858,Ap #193-8476 Magna. Rd.,Enfermeiro Chefe,2596,Sim,25,Parda,0,2,Sim
Harrison Bradford,euismod.enim.etiam@eratvolutpatnulla.net,Brazil,Bahia,(55) 0000-4512,Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,Coordenador de Enfermagem,2597,Sim,39,Indígena,1,7,Nao
Halla Glover,condimentum@at.com,Brazil,Maranhão,(62) 0000-3587,Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,Cirurgiao,2598,Sim,27,Branca,0,12,Nao
Levi Gilmore,mauris.ipsum@molestie.com,Brazil,Ceará,(61) 0000-3417,Griffith Jefferson,aenean@liberolacusvarius.co.uk,Brazil,Rio de Janeiro,(12) 0000-7485,570-7113 Suspendisse Rd.,Enfermeiro Obstreta,2555,Sim,38,Amarela,1,Fisioterapeuta Geral,2599,Sim,44,Indígena,0,8,Sim
Cally Little,venenatis@vitaeeratvel.org,Brazil,Paraná,(73) 0000-3852,561-4850 Eget St.,Medico,2600,Nao,48,Branca,0,8,Nao
Pamela Burnett,duis.sit.amet@erosnon.ca,Brazil,Ceará,(30) 0000-8384,553-9374 Justo Road,Gerente de Enfermagem,2601,Nao,43,Branca,1,5,Sim
Jason Watts,aliquam.ornare.libero@vulputate.edu,Brazil,Santa Catarina,(35) 0000-2540,3665 Sed Av.,Tecnico Em Radiologia,2602,Sim,42,Branca,0,12,Nao
Alvin Forbes,euismod@tortorat.co.uk,Brazil,Ceará,(32) 0000-5588,1628 Sit Avenue,Gerente de Enfermagem,2603,Nao,22,Branca,1,3,Nao
Noah Duncan,dapibus.gravida@dolortempus.edu,Brazil,Maranhão,(96) 0000-9181,Ap #585-2884 Parturient Avenue,Medico,2604,Nao,18,Preta,1,14,Sim
Jin Fitzpatrick,aliquam.enim@namporttitor.ca,Brazil,Paraná,(31) 0000-3144,494-4917 Dignissim Street,Farmaceutico,2605,Nao,48,Amarela,1,11,Sim
Courtney Hanson,accumsan.neque@integer.edu,Brazil,Pernambuco,(73) 0000-4845,4202 Risus. Avenue,Cirurgiao,2606,Nao,44,Amarela,0,5,Nao
Tanya Neal,suspendisse@aliquamnisl.co.uk,Brazil,Paraná,(81) 0000-1565,Ap #858-9271 Feugiat. Street,Auxiliar de Enfermagem,2607,Nao,18,Indígena,1,8,Sim
Deanna Ballard,cursus.et@odiovel.edu,Brazil,São Paulo,(93) 0000-7982,Jin Fitzpatrick,aliquam.enim@namporttitor.ca,Brazil,Paraná,(31) 0000-3144,494-4917 Dignissim Street,Farmaceutico,2605,Nao,48,Amarela,1,Enfermeiro UTI,2608,Sim,30,Branca,1,11,Sim
Priscilla Rodriquez,eu.dolor.egestas@donec.net,Brazil,São Paulo,(12) 0000-4146,137-9922 Arcu. Av.,Farmaceutico,2609,Sim,23,Indígena,1,1,Nao
Ryan Hogan,felis.orci@consequatdolor.com,Brazil,Maranhão,(77) 0000-6805,5733 Enim. St.,Tecnico Enfermagem,2610,Nao,25,Indígena,1,9,Nao
Kirby Mitchell,malesuada.ut.sem@lobortisaugue.ca,Brazil,Rio de Janeiro,(74) 0000-3881,5424 Aliquet Rd.,Medico,2611,Nao,48,Amarela,0,2,Nao
Shafira Santana,erat.etiam.vestibulum@tempus.co.uk,Brazil,Rio Grande do Sul,(66) 0000-4548,Jin Fitzpatrick,aliquam.enim@namporttitor.ca,Brazil,Paraná,(31) 0000-3144,494-4917 Dignissim Street,Farmaceutico,2605,Nao,48,Amarela,1,Medico,2612,Sim,43,Preta,1,10,Nao
Wesley Gaines,tristique@mattiscras.co.uk,Brazil,Rio Grande do Sul,(55) 0000-0224,Ap #264-9325 Malesuada Road,Medico,2613,Nao,25,Indígena,0,12,Nao
Autumn Nichols,enim.sit@donecfeugiat.co.uk,Brazil,Rio Grande do Sul,(02) 0000-1887,Ap #315-1183 Adipiscing St.,Medico,2614,Nao,30,Preta,0,5,Sim
Venus Conner,massa.rutrum.magna@suspendisse.org,Brazil,Paraná,(62) 0000-7761,Ap #656-4906 Risus. Rd.,Tecnico Em Radiologia,2615,Sim,26,Parda,0,14,Nao
